Daily Mean Air Temperature ,,,
Date,Value,Time Period,Climate Model
08-03-1986,10.59,1986-2005,CanESM2
09-03-1986,7.49,1986-2005,CanESM2
10-03-1986,1.79,1986-2005,CanESM2
11-03-1986,3.29,1986-2005,CanESM2
12-03-1986,6.71,1986-2005,CanESM2
13-03-1986,6.93,1986-2005,CanESM2
14-03-1986,7.52,1986-2005,CanESM2
15-03-1986,9.24,1986-2005,CanESM2
16-03-1986,7.04,1986-2005,CanESM2
17-03-1986,14.76,1986-2005,CanESM2
18-03-1986,16.48,1986-2005,CanESM2
19-03-1986,15.91,1986-2005,CanESM2
20-03-1986,5.57,1986-2005,CanESM2
21-03-1986,4.33,1986-2005,CanESM2
22-03-1986,8.09,1986-2005,CanESM2
23-03-1986,11.74,1986-2005,CanESM2
24-03-1986,8.64,1986-2005,CanESM2
25-03-1986,5.58,1986-2005,CanESM2
26-03-1986,0.37,1986-2005,CanESM2
27-03-1986,0.66,1986-2005,CanESM2
28-03-1986,2.26,1986-2005,CanESM2
29-03-1986,8.48,1986-2005,CanESM2
30-03-1986,11.17,1986-2005,CanESM2
31-03-1986,4.65,1986-2005,CanESM2
01-04-1986,5.82,1986-2005,CanESM2
02-04-1986,8.79,1986-2005,CanESM2
03-04-1986,9.97,1986-2005,CanESM2
04-04-1986,12.68,1986-2005,CanESM2
05-04-1986,9,1986-2005,CanESM2
06-04-1986,4.74,1986-2005,CanESM2
07-04-1986,9.78,1986-2005,CanESM2
08-04-1986,4.63,1986-2005,CanESM2
09-04-1986,4.21,1986-2005,CanESM2
10-04-1986,6.36,1986-2005,CanESM2
11-04-1986,10.88,1986-2005,CanESM2
12-04-1986,16.61,1986-2005,CanESM2
13-04-1986,15.21,1986-2005,CanESM2
14-04-1986,9.24,1986-2005,CanESM2
15-04-1986,3.43,1986-2005,CanESM2
16-04-1986,3.82,1986-2005,CanESM2
17-04-1986,12.25,1986-2005,CanESM2
18-04-1986,17.22,1986-2005,CanESM2
19-04-1986,21.01,1986-2005,CanESM2
20-04-1986,20.95,1986-2005,CanESM2
21-04-1986,10.9,1986-2005,CanESM2
22-04-1986,8.93,1986-2005,CanESM2
23-04-1986,8.18,1986-2005,CanESM2
24-04-1986,16.37,1986-2005,CanESM2
25-04-1986,24.73,1986-2005,CanESM2
26-04-1986,21.63,1986-2005,CanESM2
27-04-1986,12.74,1986-2005,CanESM2
28-04-1986,17.61,1986-2005,CanESM2
29-04-1986,19.04,1986-2005,CanESM2
30-04-1986,16.84,1986-2005,CanESM2
01-05-1986,14.29,1986-2005,CanESM2
02-05-1986,12.87,1986-2005,CanESM2
03-05-1986,13.24,1986-2005,CanESM2
04-05-1986,17.56,1986-2005,CanESM2
05-05-1986,17.92,1986-2005,CanESM2
06-05-1986,17.79,1986-2005,CanESM2
07-05-1986,16.08,1986-2005,CanESM2
08-05-1986,16.18,1986-2005,CanESM2
09-05-1986,15.12,1986-2005,CanESM2
10-05-1986,11.46,1986-2005,CanESM2
11-05-1986,13.8,1986-2005,CanESM2
12-05-1986,20.6,1986-2005,CanESM2
13-05-1986,13.59,1986-2005,CanESM2
14-05-1986,16.31,1986-2005,CanESM2
15-05-1986,22.07,1986-2005,CanESM2
16-05-1986,22.6,1986-2005,CanESM2
17-05-1986,13.64,1986-2005,CanESM2
18-05-1986,11.61,1986-2005,CanESM2
19-05-1986,15.74,1986-2005,CanESM2
20-05-1986,20.27,1986-2005,CanESM2
21-05-1986,21.67,1986-2005,CanESM2
22-05-1986,13.65,1986-2005,CanESM2
23-05-1986,16.23,1986-2005,CanESM2
24-05-1986,24.08,1986-2005,CanESM2
25-05-1986,15.24,1986-2005,CanESM2
26-05-1986,16.09,1986-2005,CanESM2
27-05-1986,18.45,1986-2005,CanESM2
28-05-1986,24.18,1986-2005,CanESM2
29-05-1986,33.04,1986-2005,CanESM2
30-05-1986,22.81,1986-2005,CanESM2
31-05-1986,21.8,1986-2005,CanESM2
01-06-1986,24.83,1986-2005,CanESM2
02-06-1986,32.65,1986-2005,CanESM2
03-06-1986,35.56,1986-2005,CanESM2
04-06-1986,25.22,1986-2005,CanESM2
05-06-1986,19.41,1986-2005,CanESM2
06-06-1986,18.16,1986-2005,CanESM2
07-06-1986,22.56,1986-2005,CanESM2
08-06-1986,28.58,1986-2005,CanESM2
09-06-1986,30.32,1986-2005,CanESM2
10-06-1986,30.69,1986-2005,CanESM2
11-06-1986,31.05,1986-2005,CanESM2
12-06-1986,32.79,1986-2005,CanESM2
13-06-1986,36.4,1986-2005,CanESM2
14-06-1986,31.83,1986-2005,CanESM2
15-06-1986,25.2,1986-2005,CanESM2
16-06-1986,24.62,1986-2005,CanESM2
17-06-1986,22.93,1986-2005,CanESM2
18-06-1986,23.93,1986-2005,CanESM2
19-06-1986,26.71,1986-2005,CanESM2
20-06-1986,30.7,1986-2005,CanESM2
21-06-1986,26.13,1986-2005,CanESM2
22-06-1986,25.87,1986-2005,CanESM2
23-06-1986,35.62,1986-2005,CanESM2
24-06-1986,32.62,1986-2005,CanESM2
25-06-1986,29.54,1986-2005,CanESM2
26-06-1986,30.19,1986-2005,CanESM2
27-06-1986,36.95,1986-2005,CanESM2
28-06-1986,40.19,1986-2005,CanESM2
29-06-1986,38.91,1986-2005,CanESM2
30-06-1986,39.32,1986-2005,CanESM2
01-07-1986,39.41,1986-2005,CanESM2
02-07-1986,37.86,1986-2005,CanESM2
03-07-1986,38.22,1986-2005,CanESM2
04-07-1986,36.38,1986-2005,CanESM2
05-07-1986,33.5,1986-2005,CanESM2
06-07-1986,36.4,1986-2005,CanESM2
07-07-1986,33.6,1986-2005,CanESM2
08-07-1986,33.77,1986-2005,CanESM2
09-07-1986,34.07,1986-2005,CanESM2
10-07-1986,33.74,1986-2005,CanESM2
11-07-1986,35.58,1986-2005,CanESM2
12-07-1986,37.27,1986-2005,CanESM2
13-07-1986,38.29,1986-2005,CanESM2
14-07-1986,34.02,1986-2005,CanESM2
15-07-1986,37.14,1986-2005,CanESM2
16-07-1986,32.8,1986-2005,CanESM2
17-07-1986,26.44,1986-2005,CanESM2
18-07-1986,25.1,1986-2005,CanESM2
19-07-1986,26.03,1986-2005,CanESM2
20-07-1986,26.19,1986-2005,CanESM2
21-07-1986,25.47,1986-2005,CanESM2
22-07-1986,25.96,1986-2005,CanESM2
23-07-1986,28.88,1986-2005,CanESM2
24-07-1986,29.98,1986-2005,CanESM2
25-07-1986,29.46,1986-2005,CanESM2
26-07-1986,29.18,1986-2005,CanESM2
27-07-1986,26.73,1986-2005,CanESM2
28-07-1986,25.84,1986-2005,CanESM2
29-07-1986,33.68,1986-2005,CanESM2
30-07-1986,39.16,1986-2005,CanESM2
31-07-1986,39.57,1986-2005,CanESM2
01-08-1986,36.19,1986-2005,CanESM2
02-08-1986,40.78,1986-2005,CanESM2
03-08-1986,39.85,1986-2005,CanESM2
04-08-1986,35.24,1986-2005,CanESM2
05-08-1986,32.12,1986-2005,CanESM2
06-08-1986,39.54,1986-2005,CanESM2
07-08-1986,35.23,1986-2005,CanESM2
08-08-1986,27.96,1986-2005,CanESM2
09-08-1986,27.86,1986-2005,CanESM2
10-08-1986,36.14,1986-2005,CanESM2
11-08-1986,37.35,1986-2005,CanESM2
12-08-1986,34.48,1986-2005,CanESM2
13-08-1986,31.09,1986-2005,CanESM2
14-08-1986,37,1986-2005,CanESM2
15-08-1986,40.92,1986-2005,CanESM2
16-08-1986,33,1986-2005,CanESM2
17-08-1986,38.82,1986-2005,CanESM2
18-08-1986,41.88,1986-2005,CanESM2
19-08-1986,41.74,1986-2005,CanESM2
20-08-1986,40.64,1986-2005,CanESM2
21-08-1986,36.23,1986-2005,CanESM2
22-08-1986,33.64,1986-2005,CanESM2
23-08-1986,35.13,1986-2005,CanESM2
24-08-1986,36.54,1986-2005,CanESM2
25-08-1986,30.88,1986-2005,CanESM2
26-08-1986,27.08,1986-2005,CanESM2
27-08-1986,28.79,1986-2005,CanESM2
28-08-1986,30.93,1986-2005,CanESM2
29-08-1986,28.96,1986-2005,CanESM2
30-08-1986,26.07,1986-2005,CanESM2
31-08-1986,29.23,1986-2005,CanESM2
01-09-1986,32.18,1986-2005,CanESM2
02-09-1986,29.54,1986-2005,CanESM2
03-09-1986,32.68,1986-2005,CanESM2
04-09-1986,27.63,1986-2005,CanESM2
05-09-1986,22.14,1986-2005,CanESM2
06-09-1986,22.56,1986-2005,CanESM2
07-09-1986,29.26,1986-2005,CanESM2
08-09-1986,22.39,1986-2005,CanESM2
09-09-1986,21.19,1986-2005,CanESM2
10-09-1986,20.36,1986-2005,CanESM2
11-09-1986,17.29,1986-2005,CanESM2
12-09-1986,24.6,1986-2005,CanESM2
13-09-1986,27.09,1986-2005,CanESM2
14-09-1986,28.83,1986-2005,CanESM2
15-09-1986,30,1986-2005,CanESM2
16-09-1986,31.93,1986-2005,CanESM2
17-09-1986,32.01,1986-2005,CanESM2
18-09-1986,31.47,1986-2005,CanESM2
19-09-1986,31.91,1986-2005,CanESM2
20-09-1986,30.61,1986-2005,CanESM2
21-09-1986,30.53,1986-2005,CanESM2
22-09-1986,26.74,1986-2005,CanESM2
23-09-1986,23.77,1986-2005,CanESM2
24-09-1986,25.36,1986-2005,CanESM2
25-09-1986,26.71,1986-2005,CanESM2
26-09-1986,29.32,1986-2005,CanESM2
27-09-1986,30.07,1986-2005,CanESM2
28-09-1986,27.04,1986-2005,CanESM2
29-09-1986,20.44,1986-2005,CanESM2
30-09-1986,18.81,1986-2005,CanESM2
01-10-1986,20.72,1986-2005,CanESM2
02-10-1986,23.39,1986-2005,CanESM2
03-10-1986,23.6,1986-2005,CanESM2
04-10-1986,25.85,1986-2005,CanESM2
05-10-1986,23.37,1986-2005,CanESM2
06-10-1986,22.06,1986-2005,CanESM2
07-10-1986,17.66,1986-2005,CanESM2
08-10-1986,15.03,1986-2005,CanESM2
09-10-1986,18.43,1986-2005,CanESM2
10-10-1986,20.14,1986-2005,CanESM2
11-10-1986,22.8,1986-2005,CanESM2
12-10-1986,25.58,1986-2005,CanESM2
13-10-1986,24.3,1986-2005,CanESM2
14-10-1986,15.15,1986-2005,CanESM2
15-10-1986,11.17,1986-2005,CanESM2
16-10-1986,14.01,1986-2005,CanESM2
17-10-1986,17.42,1986-2005,CanESM2
18-10-1986,18,1986-2005,CanESM2
19-10-1986,16.76,1986-2005,CanESM2
20-10-1986,17.73,1986-2005,CanESM2
21-10-1986,19.41,1986-2005,CanESM2
22-10-1986,19.9,1986-2005,CanESM2
23-10-1986,20.88,1986-2005,CanESM2
24-10-1986,21.79,1986-2005,CanESM2
25-10-1986,20.46,1986-2005,CanESM2
26-10-1986,20.62,1986-2005,CanESM2
27-10-1986,22.06,1986-2005,CanESM2
28-10-1986,21.41,1986-2005,CanESM2
29-10-1986,20.59,1986-2005,CanESM2
30-10-1986,20.76,1986-2005,CanESM2
31-10-1986,19.45,1986-2005,CanESM2
01-11-1986,13.27,1986-2005,CanESM2
02-11-1986,14.49,1986-2005,CanESM2
03-11-1986,15.97,1986-2005,CanESM2
04-11-1986,13.34,1986-2005,CanESM2
05-11-1986,10.89,1986-2005,CanESM2
06-11-1986,11.98,1986-2005,CanESM2
07-11-1986,9.69,1986-2005,CanESM2
08-11-1986,5.64,1986-2005,CanESM2
09-11-1986,5.04,1986-2005,CanESM2
10-11-1986,8.55,1986-2005,CanESM2
11-11-1986,10.58,1986-2005,CanESM2
12-11-1986,11.27,1986-2005,CanESM2
13-11-1986,14.62,1986-2005,CanESM2
14-11-1986,4.92,1986-2005,CanESM2
15-11-1986,3.58,1986-2005,CanESM2
16-11-1986,4.24,1986-2005,CanESM2
17-11-1986,4.56,1986-2005,CanESM2
18-11-1986,5.71,1986-2005,CanESM2
19-11-1986,4.15,1986-2005,CanESM2
20-11-1986,2.63,1986-2005,CanESM2
21-11-1986,1.48,1986-2005,CanESM2
22-11-1986,1.72,1986-2005,CanESM2
23-11-1986,8.72,1986-2005,CanESM2
24-11-1986,7.07,1986-2005,CanESM2
25-11-1986,3.55,1986-2005,CanESM2
26-11-1986,6.12,1986-2005,CanESM2
27-11-1986,2.93,1986-2005,CanESM2
28-11-1986,0.63,1986-2005,CanESM2
29-11-1986,0.83,1986-2005,CanESM2
30-11-1986,0.01,1986-2005,CanESM2
01-12-1986,1.02,1986-2005,CanESM2
02-12-1986,2.43,1986-2005,CanESM2
03-12-1986,5.79,1986-2005,CanESM2
04-12-1986,12.87,1986-2005,CanESM2
05-12-1986,7.84,1986-2005,CanESM2
06-12-1986,7.16,1986-2005,CanESM2
07-12-1986,10.47,1986-2005,CanESM2
08-12-1986,5.98,1986-2005,CanESM2
09-12-1986,2.66,1986-2005,CanESM2
10-12-1986,4.58,1986-2005,CanESM2
11-12-1986,6.93,1986-2005,CanESM2
12-12-1986,2.7,1986-2005,CanESM2
13-12-1986,-1.36,1986-2005,CanESM2
14-12-1986,2.06,1986-2005,CanESM2
15-12-1986,-2.67,1986-2005,CanESM2
16-12-1986,-2.7,1986-2005,CanESM2
17-12-1986,2.7,1986-2005,CanESM2
18-12-1986,-0.72,1986-2005,CanESM2
19-12-1986,-2.95,1986-2005,CanESM2
20-12-1986,-5.43,1986-2005,CanESM2
21-12-1986,-7.21,1986-2005,CanESM2
22-12-1986,0.05,1986-2005,CanESM2
23-12-1986,2.58,1986-2005,CanESM2
24-12-1986,5.35,1986-2005,CanESM2
25-12-1986,2.41,1986-2005,CanESM2
26-12-1986,0.65,1986-2005,CanESM2
27-12-1986,3.7,1986-2005,CanESM2
28-12-1986,6.57,1986-2005,CanESM2
29-12-1986,3.3,1986-2005,CanESM2
30-12-1986,7.26,1986-2005,CanESM2
31-12-1986,2,1986-2005,CanESM2
01-01-1987,-2.06,1986-2005,CanESM2
02-01-1987,-1.76,1986-2005,CanESM2
03-01-1987,-0.38,1986-2005,CanESM2
04-01-1987,-3.27,1986-2005,CanESM2
05-01-1987,-0.98,1986-2005,CanESM2
06-01-1987,-1.03,1986-2005,CanESM2
07-01-1987,-1.58,1986-2005,CanESM2
08-01-1987,-1.87,1986-2005,CanESM2
09-01-1987,-0.12,1986-2005,CanESM2
10-01-1987,3.34,1986-2005,CanESM2
11-01-1987,1.21,1986-2005,CanESM2
12-01-1987,-6.01,1986-2005,CanESM2
13-01-1987,-4.26,1986-2005,CanESM2
14-01-1987,-0.38,1986-2005,CanESM2
15-01-1987,1.52,1986-2005,CanESM2
16-01-1987,5.29,1986-2005,CanESM2
17-01-1987,5.12,1986-2005,CanESM2
18-01-1987,7.76,1986-2005,CanESM2
19-01-1987,11.29,1986-2005,CanESM2
20-01-1987,2.36,1986-2005,CanESM2
21-01-1987,-1.99,1986-2005,CanESM2
22-01-1987,-1.54,1986-2005,CanESM2
23-01-1987,1.15,1986-2005,CanESM2
24-01-1987,1.85,1986-2005,CanESM2
25-01-1987,0.95,1986-2005,CanESM2
26-01-1987,1.55,1986-2005,CanESM2
27-01-1987,3.4,1986-2005,CanESM2
28-01-1987,0.44,1986-2005,CanESM2
29-01-1987,-3.67,1986-2005,CanESM2
30-01-1987,-6.19,1986-2005,CanESM2
31-01-1987,-3.71,1986-2005,CanESM2
01-02-1987,-2.4,1986-2005,CanESM2
02-02-1987,1.22,1986-2005,CanESM2
03-02-1987,1.44,1986-2005,CanESM2
04-02-1987,1.88,1986-2005,CanESM2
05-02-1987,1.77,1986-2005,CanESM2
06-02-1987,7.57,1986-2005,CanESM2
07-02-1987,4.91,1986-2005,CanESM2
08-02-1987,-0.67,1986-2005,CanESM2
09-02-1987,5.99,1986-2005,CanESM2
10-02-1987,1.68,1986-2005,CanESM2
11-02-1987,4.75,1986-2005,CanESM2
12-02-1987,7.11,1986-2005,CanESM2
13-02-1987,7.37,1986-2005,CanESM2
14-02-1987,10.4,1986-2005,CanESM2
15-02-1987,4.18,1986-2005,CanESM2
16-02-1987,2.81,1986-2005,CanESM2
17-02-1987,5.39,1986-2005,CanESM2
18-02-1987,8.44,1986-2005,CanESM2
19-02-1987,9.45,1986-2005,CanESM2
20-02-1987,8.58,1986-2005,CanESM2
21-02-1987,11.5,1986-2005,CanESM2
22-02-1987,1.82,1986-2005,CanESM2
23-02-1987,-2.39,1986-2005,CanESM2
24-02-1987,-6.78,1986-2005,CanESM2
25-02-1987,0.49,1986-2005,CanESM2
26-02-1987,-2.6,1986-2005,CanESM2
27-02-1987,-6.02,1986-2005,CanESM2
28-02-1987,-8.16,1986-2005,CanESM2
01-03-1987,-12.55,1986-2005,CanESM2
02-03-1987,-1.01,1986-2005,CanESM2
03-03-1987,-1.44,1986-2005,CanESM2
04-03-1987,4.55,1986-2005,CanESM2
05-03-1987,9.13,1986-2005,CanESM2
06-03-1987,-1.99,1986-2005,CanESM2
07-03-1987,-0.79,1986-2005,CanESM2
08-03-1987,-0.36,1986-2005,CanESM2
09-03-1987,-1.63,1986-2005,CanESM2
10-03-1987,5.69,1986-2005,CanESM2
11-03-1987,3.63,1986-2005,CanESM2
12-03-1987,8.35,1986-2005,CanESM2
13-03-1987,4.92,1986-2005,CanESM2
14-03-1987,10.28,1986-2005,CanESM2
15-03-1987,15.74,1986-2005,CanESM2
16-03-1987,11.69,1986-2005,CanESM2
17-03-1987,3.72,1986-2005,CanESM2
18-03-1987,-1.38,1986-2005,CanESM2
19-03-1987,1.25,1986-2005,CanESM2
20-03-1987,4.75,1986-2005,CanESM2
21-03-1987,-1.47,1986-2005,CanESM2
22-03-1987,-6.04,1986-2005,CanESM2
23-03-1987,2.82,1986-2005,CanESM2
24-03-1987,14.4,1986-2005,CanESM2
25-03-1987,17.45,1986-2005,CanESM2
26-03-1987,15.99,1986-2005,CanESM2
27-03-1987,17.44,1986-2005,CanESM2
28-03-1987,14.46,1986-2005,CanESM2
29-03-1987,15.92,1986-2005,CanESM2
30-03-1987,7.88,1986-2005,CanESM2
31-03-1987,6.42,1986-2005,CanESM2
01-04-1987,10.32,1986-2005,CanESM2
02-04-1987,14.04,1986-2005,CanESM2
03-04-1987,16.54,1986-2005,CanESM2
04-04-1987,10.66,1986-2005,CanESM2
05-04-1987,13.29,1986-2005,CanESM2
06-04-1987,11.16,1986-2005,CanESM2
07-04-1987,11.81,1986-2005,CanESM2
08-04-1987,11.94,1986-2005,CanESM2
09-04-1987,12.86,1986-2005,CanESM2
10-04-1987,12.27,1986-2005,CanESM2
11-04-1987,12.54,1986-2005,CanESM2
12-04-1987,10.54,1986-2005,CanESM2
13-04-1987,9.58,1986-2005,CanESM2
14-04-1987,10.25,1986-2005,CanESM2
15-04-1987,11.23,1986-2005,CanESM2
16-04-1987,12.12,1986-2005,CanESM2
17-04-1987,12.36,1986-2005,CanESM2
18-04-1987,13.82,1986-2005,CanESM2
19-04-1987,14.01,1986-2005,CanESM2
20-04-1987,16.01,1986-2005,CanESM2
21-04-1987,13.17,1986-2005,CanESM2
22-04-1987,16.29,1986-2005,CanESM2
23-04-1987,17.03,1986-2005,CanESM2
24-04-1987,13.08,1986-2005,CanESM2
25-04-1987,16.48,1986-2005,CanESM2
26-04-1987,18.55,1986-2005,CanESM2
27-04-1987,20.65,1986-2005,CanESM2
28-04-1987,7.71,1986-2005,CanESM2
29-04-1987,6.4,1986-2005,CanESM2
30-04-1987,10.71,1986-2005,CanESM2
01-05-1987,17.51,1986-2005,CanESM2
02-05-1987,12.92,1986-2005,CanESM2
03-05-1987,6.81,1986-2005,CanESM2
04-05-1987,12.51,1986-2005,CanESM2
05-05-1987,14.07,1986-2005,CanESM2
06-05-1987,10.74,1986-2005,CanESM2
07-05-1987,17.04,1986-2005,CanESM2
08-05-1987,24.72,1986-2005,CanESM2
09-05-1987,14.27,1986-2005,CanESM2
10-05-1987,9.9,1986-2005,CanESM2
11-05-1987,11.01,1986-2005,CanESM2
12-05-1987,13.81,1986-2005,CanESM2
13-05-1987,13.8,1986-2005,CanESM2
14-05-1987,11.87,1986-2005,CanESM2
15-05-1987,16.83,1986-2005,CanESM2
16-05-1987,21.07,1986-2005,CanESM2
17-05-1987,29.28,1986-2005,CanESM2
18-05-1987,24.29,1986-2005,CanESM2
19-05-1987,15.86,1986-2005,CanESM2
20-05-1987,20.01,1986-2005,CanESM2
21-05-1987,28.17,1986-2005,CanESM2
22-05-1987,22.38,1986-2005,CanESM2
23-05-1987,30.67,1986-2005,CanESM2
24-05-1987,34.47,1986-2005,CanESM2
25-05-1987,34.16,1986-2005,CanESM2
26-05-1987,28.25,1986-2005,CanESM2
27-05-1987,25.71,1986-2005,CanESM2
28-05-1987,20.36,1986-2005,CanESM2
29-05-1987,16.4,1986-2005,CanESM2
30-05-1987,15.52,1986-2005,CanESM2
31-05-1987,15.93,1986-2005,CanESM2
01-06-1987,25.62,1986-2005,CanESM2
02-06-1987,23.02,1986-2005,CanESM2
03-06-1987,27.13,1986-2005,CanESM2
04-06-1987,28.92,1986-2005,CanESM2
05-06-1987,36.33,1986-2005,CanESM2
06-06-1987,36.84,1986-2005,CanESM2
07-06-1987,30.14,1986-2005,CanESM2
08-06-1987,23.3,1986-2005,CanESM2
09-06-1987,22.48,1986-2005,CanESM2
10-06-1987,28.22,1986-2005,CanESM2
11-06-1987,26.91,1986-2005,CanESM2
12-06-1987,27.59,1986-2005,CanESM2
13-06-1987,33.11,1986-2005,CanESM2
14-06-1987,27.05,1986-2005,CanESM2
15-06-1987,25.88,1986-2005,CanESM2
16-06-1987,32.08,1986-2005,CanESM2
17-06-1987,36.88,1986-2005,CanESM2
18-06-1987,36.24,1986-2005,CanESM2
19-06-1987,39.43,1986-2005,CanESM2
20-06-1987,28.69,1986-2005,CanESM2
21-06-1987,23.66,1986-2005,CanESM2
22-06-1987,21.63,1986-2005,CanESM2
23-06-1987,26.66,1986-2005,CanESM2
24-06-1987,34.17,1986-2005,CanESM2
25-06-1987,30.4,1986-2005,CanESM2
26-06-1987,34.63,1986-2005,CanESM2
27-06-1987,40.16,1986-2005,CanESM2
28-06-1987,34.42,1986-2005,CanESM2
29-06-1987,31.73,1986-2005,CanESM2
30-06-1987,31.14,1986-2005,CanESM2
01-07-1987,26.33,1986-2005,CanESM2
02-07-1987,29.55,1986-2005,CanESM2
03-07-1987,34.77,1986-2005,CanESM2
04-07-1987,40.04,1986-2005,CanESM2
05-07-1987,38.02,1986-2005,CanESM2
06-07-1987,34.58,1986-2005,CanESM2
07-07-1987,35.64,1986-2005,CanESM2
08-07-1987,32.41,1986-2005,CanESM2
09-07-1987,30.88,1986-2005,CanESM2
10-07-1987,28.87,1986-2005,CanESM2
11-07-1987,35.75,1986-2005,CanESM2
12-07-1987,37.54,1986-2005,CanESM2
13-07-1987,38.93,1986-2005,CanESM2
14-07-1987,33.19,1986-2005,CanESM2
15-07-1987,30.78,1986-2005,CanESM2
16-07-1987,36.22,1986-2005,CanESM2
17-07-1987,38.86,1986-2005,CanESM2
18-07-1987,37.96,1986-2005,CanESM2
19-07-1987,35.58,1986-2005,CanESM2
20-07-1987,38.29,1986-2005,CanESM2
21-07-1987,34.49,1986-2005,CanESM2
22-07-1987,33.15,1986-2005,CanESM2
23-07-1987,42.11,1986-2005,CanESM2
24-07-1987,38.03,1986-2005,CanESM2
25-07-1987,32.72,1986-2005,CanESM2
